,Gas Meter Temperature_x,Line Pressure_x,Position_x,Tubing Pressure_x,Reservoir Pressure_x,Junction pressure,Gas Meter Flow Rate_x,pred_gas_flow_x,date,Gas Meter Temperature_y,Line Pressure_y,Position_y,Tubing Pressure_y,Reservoir Pressure_y,Gas Meter Flow Rate_y,pred_gas_flow_y,actual_combined_gas_flow,pred_combined_gas_flow
1001,100.78,580.22,49.600002,728.44006,1226.8082,545.0357,15060.02,15082.859,2023-04-01 23:47:00,94.97,574.44995,51.91,770.27,1704.3806,15831.19,15734.82,30891.21,30817.68
1002,100.869995,581.06,49.11,725.34,1226.8082,544.9494,15119.069,15060.882,2023-04-01 23:57:00,94.94,573.51996,51.680004,769.8,1704.3806,15885.07,15772.076,31004.14,30832.957
1003,100.85,581.33997,50.64,725.06006,1226.8082,545.6289,15139.891,15102.361,2023-04-02 00:07:00,94.95,574.57,51.45,771.56,1704.3806,15806.87,15723.96,30946.762,30826.32
1004,100.92,581.06,51.190002,728.44006,1226.8082,545.1548,15056.561,15138.001,2023-04-02 00:17:00,95.0,574.34,51.45,770.98,1704.3806,15787.53,15767.676,30844.09,30905.676
1005,100.939995,581.33997,51.23,729.84,1226.8082,546.08813,14993.26,15146.588,2023-04-02 00:27:00,94.88,575.74,51.47,770.98,1704.3806,15791.751,15704.194,30785.012,30850.781
1006,101.0,581.33997,49.25,726.47003,1226.8082,545.72687,14997.26,15079.372,2023-04-02 00:37:00,95.02,574.57,51.649998,770.74,1704.3806,8082.2495,15700.312,23079.51,30779.684
1007,100.93,581.06,51.129997,729.00006,1226.8082,545.7242,15725.989,15056.289,2023-04-02 00:47:00,95.01,574.57,52.3,770.98,1704.3806,8788.29,15699.82,24514.28,30756.11
1008,100.99,590.63,49.56,736.58997,1226.8082,589.63,16013.09,14993.632,2023-04-02 00:57:00,97.64,919.34,52.29,952.97003,1704.3806,8627.34,9892.519,24640.43,24886.15
1009,99.340004,494.15997,49.38,686.25,1226.8082,493.15997,15949.919,15972.37,2023-04-02 01:07:00,100.8,952.85004,80.15,967.73004,1704.3806,8801.54,10367.125,24751.459,26339.496
1010,99.100006,498.66,51.2,697.78,1226.8082,497.66,16063.95,16172.504,2023-04-02 01:17:00,101.5,956.48004,80.12,971.13,1704.3806,8905.109,10308.988,24969.059,26481.492
1011,98.82,496.97,50.13,694.13,1226.8082,495.97,16140.78,16123.0,2023-04-02 01:27:00,101.65,955.66,79.53,971.25,1704.3806,9118.811,10355.785,25259.59,26478.785
1012,98.799995,498.09,51.140003,698.06,1226.8082,497.09,16019.54,16214.962,2023-04-02 01:37:00,101.81,955.55,79.76,971.48,1704.3806,8933.689,10383.937,24953.23,26598.898
1013,98.729996,498.94,49.710003,695.81,1226.8082,497.94,16108.94,16270.5205,2023-04-02 01:47:00,102.01,956.83997,80.1,972.54,1704.3806,8142.53,10438.597,24251.47,26709.117
1014,98.69,498.09,51.23,698.34,1226.8082,497.09,16048.77,16173.043,2023-04-02 01:57:00,102.01,959.52997,69.67,977.7,1704.3806,8196.5,10258.096,24245.27,26431.139
1015,98.69,498.66,49.16,693.0,1226.8082,497.66,16052.22,16246.466,2023-04-02 02:07:00,101.850006,957.77,52.4,990.35,1704.3806,8299.72,9899.899,24351.94,26146.365
1016,98.62,500.91003,51.030003,696.38,1226.8082,499.90997,16205.78,16186.414,2023-04-02 02:17:00,101.59,958.58997,51.96,991.63995,1704.3806,8456.86,9894.585,24662.64,26081.0
1017,98.57,499.78,51.0,697.5,1226.8082,498.78,16218.739,16190.774,2023-04-02 02:27:00,101.39,958.83,52.37,992.46,1704.3806,8432.75,9901.375,24651.488,26092.148
1018,98.649994,501.75,49.93,698.63,1226.8082,500.74997,16164.719,16303.885,2023-04-02 02:37:00,101.37,957.66,52.420002,992.11,1704.3806,8430.66,9922.138,24595.379,26226.023
1019,98.579994,500.91003,51.18,690.75,1226.8082,499.90997,16154.909,16364.058,2023-04-02 02:47:00,101.31,958.48004,52.420002,992.69995,1704.3806,8503.65,9915.079,24658.559,26279.137
1020,98.56,500.63,49.760002,692.16003,1226.8082,499.62997,16245.181,16293.391,2023-04-02 02:57:00,101.38,961.41003,51.47,995.50995,1704.3806,8426.841,9908.149,24672.021,26201.54
1021,98.53,500.63,49.95,694.41003,1226.8082,499.62997,16154.71,16277.574,2023-04-02 03:07:00,101.420006,962.34,52.07,996.44995,1704.3806,8585.641,9916.592,24740.352,26194.166
1022,98.5,502.31,49.9,696.09,1226.8082,501.30997,16140.28,16343.285,2023-04-02 03:17:00,101.36,962.7,52.329998,997.15,1704.3806,8540.04,9901.944,24680.32,26245.23
1023,98.479996,502.88,49.09,695.53,1226.8082,501.88,16125.65,16248.791,2023-04-02 03:27:00,101.229996,963.28,51.980003,997.85004,1704.3806,8590.32,9918.281,24715.97,26167.072
1024,98.450005,502.03003,49.91,695.53,1226.8082,501.02997,16207.43,16249.676,2023-04-02 03:37:00,101.34,963.52,51.5,998.55,1704.3806,8670.07,9913.612,24877.5,26163.29
1025,98.43001,500.34,50.350002,691.88,1226.8082,499.34,16135.149,16264.751,2023-04-02 03:47:00,101.3,963.52,51.48,999.13995,1704.3806,8723.71,9918.873,24858.86,26183.625
1026,98.4,501.47003,50.03,692.44,1226.8082,500.46997,16147.42,16326.638,2023-04-02 03:57:00,101.25,963.39996,52.16,999.38,1704.3806,8768.41,9928.8545,24915.83,26255.492
1027,98.37,501.47003,50.0,691.59,1226.8082,500.46997,16146.47,16262.565,2023-04-02 04:07:00,101.32,963.75,51.61,999.95996,1704.3806,8761.75,9937.935,24908.219,26200.5
1028,98.3,500.63,49.760002,692.44,1226.8082,499.62997,16158.619,16271.273,2023-04-02 04:17:00,101.22,963.52,51.7,1000.43,1704.3806,8767.78,9942.475,24926.398,26213.748
1029,98.28999,500.06,50.54,694.13,1226.8082,499.06,16153.451,16276.385,2023-04-02 04:27:00,101.12,964.56995,51.48,1001.48004,1704.3806,8769.94,9934.2295,24923.39,26210.613
1030,98.19,500.34,51.190002,693.0,1226.8082,499.34,16199.64,16295.685,2023-04-02 04:37:00,101.159996,966.45,52.43,1002.88995,1704.3806,8773.79,9932.621,24973.43,26228.305
1031,98.18,500.06,50.48,694.41003,1226.8082,499.06,16064.04,16278.742,2023-04-02 04:47:00,101.170006,967.62,52.059998,1003.95,1704.3806,8740.52,9928.911,24804.559,26207.652
1032,98.16,500.91003,51.04,694.69,1226.8082,499.90997,16124.28,16321.217,2023-04-02 04:57:00,101.229996,968.79,51.73,1004.88,1704.3806,8791.52,9926.365,24915.8,26247.582
1033,98.15,501.19,49.56,695.25,1226.8082,500.18997,16102.409,16176.874,2023-04-02 05:07:00,101.189995,969.38,52.07,1005.58997,1704.3806,8788.09,9918.08,24890.5,26094.953
1034,98.03,498.38,51.2,692.16003,1226.8082,497.38,16128.621,16275.83,2023-04-02 05:17:00,101.170006,970.2,51.67,1006.76,1704.3806,8791.95,9924.62,24920.57,26200.45
1035,98.17,501.75,49.51,694.13,1226.8082,500.74997,16040.659,16212.004,2023-04-02 05:27:00,101.14,970.43,52.4,1007.11005,1704.3806,8799.1,9920.133,24839.758,26132.137
1036,98.119995,501.75,50.76,694.41003,1225.7355,500.74997,16165.76,16206.133,2023-04-02 05:37:00,101.14,970.78,51.789997,1007.81,1702.8092,8785.79,9920.874,24951.55,26127.008
1037,98.06,502.03003,51.129997,696.38,1225.7355,501.02997,16115.221,16122.155,2023-04-02 05:47:00,101.15,971.13,51.649998,1008.27997,1702.8092,8829.57,9920.91,24944.791,26043.066
1038,98.06,500.91003,49.14,695.25,1225.7355,499.90997,16100.06,16221.109,2023-04-02 05:57:00,101.14,971.72003,51.57,1008.63,1702.8092,8906.3,9918.202,25006.36,26139.312
1039,98.07001,501.75,49.600002,696.94,1225.7355,500.74997,16137.259,16170.326,2023-04-02 06:07:00,101.200005,971.83997,51.75,1009.22,1702.8092,8905.59,9924.522,25042.848,26094.848
1040,98.020004,502.03003,49.420002,692.44,1225.7355,501.02997,16115.341,16168.744,2023-04-02 06:17:00,101.22,971.95,51.88,1009.69,1702.8092,8963.88,9935.873,25079.22,26104.617
1041,98.03,501.75,51.15,699.19,1225.7355,500.74997,16226.76,16198.9,2023-04-02 06:27:00,101.159996,972.3,52.04,1010.16,1702.8092,9008.44,9933.055,25235.2,26131.955
1042,98.01,501.19,49.23,696.38,1225.7355,500.18997,16219.579,16170.216,2023-04-02 06:37:00,101.15,972.19,52.37,1010.39,1702.8092,9057.109,9944.1,25276.688,26114.316
1043,98.03,503.72,50.390003,695.81,1225.7355,502.72,16066.149,16272.023,2023-04-02 06:47:00,101.189995,972.19,51.710003,1010.74005,1702.8092,9047.01,9949.305,25113.16,26221.328
1044,97.97,502.31,51.12,699.19,1225.7355,501.30997,16186.35,16268.4375,2023-04-02 06:57:00,101.200005,972.42,52.21,1011.08997,1702.8092,9070.18,9963.088,25256.53,26231.525
1045,98.03,502.03003,50.07,693.84,1225.7355,501.02997,16188.28,16141.2705,2023-04-02 07:07:00,101.24,972.54,52.1,1011.33,1702.8092,9108.81,9961.718,25297.09,26102.988
1046,98.049995,504.0,50.54,697.5,1225.7355,503.0,16190.25,16229.533,2023-04-02 07:17:00,101.229996,972.66,52.3,1011.68005,1702.8092,9133.57,9961.999,25323.82,26191.531
1047,98.01,502.31,50.56,696.94,1225.7355,501.30997,16137.811,16242.695,2023-04-02 07:27:00,101.21,972.89,52.079998,1012.02997,1702.8092,9188.0,9972.183,25325.81,26214.879
1048,98.01,503.16,50.269997,694.69,1225.7355,502.16,16110.489,16244.513,2023-04-02 07:37:00,101.21,972.76996,52.43,1012.27,1702.8092,9227.0,9976.512,25337.488,26221.023
1049,97.979996,502.31,50.269997,696.09,1225.7355,501.30997,16135.239,16196.427,2023-04-02 07:47:00,101.22,972.76996,52.04,1012.27,1702.8092,9206.79,9993.092,25342.03,26189.52
1050,97.96,502.59003,51.05,696.38,1225.7355,501.58997,16064.5,16177.99,2023-04-02 07:57:00,101.25,972.76996,51.61,1012.73,1702.8092,9180.46,10002.269,25244.96,26180.258
1051,97.979996,501.19,49.219997,696.38,1225.7355,500.18997,16223.431,16187.229,2023-04-02 08:07:00,101.22,972.66,52.260002,1012.62,1702.8092,9240.74,10000.242,25464.172,26187.47
1052,97.92999,499.5,49.43,695.81,1225.7355,498.5,16136.16,16137.722,2023-04-02 08:17:00,101.270004,972.66,51.489998,1012.85,1702.8092,9264.2295,9997.065,25400.39,26134.787
1053,97.94,501.47003,49.81,694.41003,1225.7355,500.46997,16194.36,16278.627,2023-04-02 08:27:00,101.229996,972.76996,51.92,1013.32,1702.8092,9271.859,10006.321,25466.219,26284.95
1054,97.950005,500.63,50.41,698.06,1225.7355,499.62997,16118.2295,16198.416,2023-04-02 08:37:00,101.31,972.76996,51.93,1013.55,1702.8092,9252.03,10018.791,25370.26,26217.207
1055,97.96,501.47003,51.16,697.22003,1225.7355,500.46997,16130.29,16258.1,2023-04-02 08:47:00,101.200005,973.01,51.6,1013.91,1702.8092,9303.83,10010.619,25434.121,26268.719
1056,97.99999,501.75,50.52,693.28,1225.7355,500.74997,16222.549,16195.883,2023-04-02 08:57:00,101.34,972.89,51.789997,1013.91,1702.8092,9347.76,10011.606,25570.309,26207.488
1057,97.979996,501.47003,49.79,694.97003,1225.7355,500.46997,16082.26,16193.104,2023-04-02 09:07:00,101.34,972.89,52.329998,1014.14,1702.8092,9348.65,10028.33,25430.91,26221.434
1058,97.99,503.44,49.36,695.25,1225.7355,502.44,16053.28,16258.869,2023-04-02 09:17:00,101.33,973.01,52.13,1014.26,1702.8092,9335.58,10034.913,25388.86,26293.781
1059,97.99,501.47003,51.16,692.72003,1225.7355,500.46997,16171.59,16174.704,2023-04-02 09:27:00,101.38,973.13,52.43,1014.49,1702.8092,9451.25,10042.642,25622.84,26217.346
1060,97.99,502.31,49.27,694.69,1225.7355,501.30997,16126.211,16115.183,2023-04-02 09:37:00,101.32,973.13,52.359997,1014.83997,1702.8092,9479.78,10031.376,25605.992,26146.559
1061,97.97,500.91003,51.09,692.44,1225.7355,499.90997,16033.461,16257.955,2023-04-02 09:47:00,101.36,972.76996,51.850002,1014.61,1702.8092,9424.801,10074.66,25458.262,26332.615
1062,97.97,502.03003,50.84,695.81,1225.7355,501.02997,16055.601,16195.152,2023-04-02 09:57:00,101.33,972.42,51.5,1014.73,1702.8092,9469.38,10078.111,25524.98,26273.264
1063,97.92999,500.63,50.46,693.28,1225.7355,499.62997,16151.439,16125.12,2023-04-02 10:07:00,101.420006,972.76996,52.41,1014.96,1702.8092,9471.74,10069.98,25623.18,26195.102
1064,97.97,502.03003,50.949997,694.13,1225.7355,501.02997,16175.07,16139.867,2023-04-02 10:17:00,101.47,972.89,51.84,1015.2,1702.8092,9489.45,10080.414,25664.52,26220.281
1065,97.979996,503.16,49.420002,694.41003,1225.7355,502.16,16165.64,16199.981,2023-04-02 10:27:00,101.43,973.01,51.88,1015.55,1702.8092,9471.19,10073.892,25636.83,26273.873
1066,97.97,501.47003,50.94,695.25,1225.7355,500.46997,16124.259,16245.61,2023-04-02 10:37:00,101.420006,973.36,52.3,1015.66,1702.8092,9906.351,10083.951,26030.61,26329.562
1067,97.97,502.59003,49.15,695.81,1225.7355,501.58997,16102.09,16207.423,2023-04-02 10:47:00,101.37,973.36,52.35,1016.02,1702.8092,10154.7705,10070.263,26256.86,26277.686
1068,97.96,501.19,50.32,694.97003,1225.7355,500.18997,16078.14,16195.13,2023-04-02 10:57:00,101.38,965.04004,51.949997,1011.33,1702.8092,10189.98,10267.814,26268.121,26462.945
1069,97.979996,502.03003,50.57,694.41003,1225.7355,501.02997,16067.75,16175.871,2023-04-02 11:07:00,101.33,959.18,51.87,1008.05005,1702.8092,10179.2705,10381.115,26247.02,26556.986
1070,97.96,504.0,49.85,694.13,1225.7355,503.0,16159.93,16135.569,2023-04-02 11:17:00,101.38,959.3,51.519997,1008.27997,1702.8092,10198.91,10387.553,26358.84,26523.121
1071,97.97,502.88,49.62,694.13,1225.7355,501.88,16123.66,16130.373,2023-04-02 11:27:00,101.39,959.18,51.63,1008.39996,1702.8092,10159.67,10387.992,26283.33,26518.365
1072,97.96,501.75,51.09,694.41003,1225.7355,500.74997,16130.181,16234.992,2023-04-02 11:37:00,101.38,958.71,52.15,1008.39996,1702.8092,10294.02,10401.639,26424.2,26636.63
1073,97.920006,502.31,49.18,692.16003,1225.7355,501.30997,16057.601,16184.35,2023-04-02 11:47:00,101.46,958.36,51.820004,1008.39996,1702.8092,10260.48,10389.588,26318.082,26573.938
1074,97.99,500.06,51.09,697.78,1225.7355,499.06,16098.41,16206.142,2023-04-02 11:57:00,101.51,958.01,51.489998,1007.93,1702.8092,10291.44,10450.774,26389.852,26656.916
1075,97.97,500.34,49.980003,693.56,1225.7355,499.34,15971.829,16142.247,2023-04-02 12:07:00,101.450005,957.54004,51.73,1007.93,1702.8092,10537.01,10435.912,26508.84,26578.16
1076,97.950005,500.06,49.51,697.78,1225.7355,499.06,16074.24,16158.589,2023-04-02 12:17:00,101.43,957.42,51.519997,1007.93,1702.8092,10391.64,10446.128,26465.879,26604.717
1077,97.92999,501.19,50.58,694.41003,1225.7355,500.18997,15987.11,16065.364,2023-04-02 12:27:00,101.43,952.97,52.420002,1005.12,1702.8092,10426.52,10561.661,26413.629,26627.025
1078,97.92999,500.63,51.140003,693.56,1225.7355,499.62997,16081.439,16167.941,2023-04-02 12:37:00,101.48,955.89996,52.32,1007.33997,1702.8092,10454.32,10494.408,26535.76,26662.35
1079,97.97,500.91003,49.36,696.94,1225.7355,499.90997,16005.671,16057.856,2023-04-02 12:47:00,101.450005,956.02,52.3,1007.57996,1702.8092,10422.27,10502.85,26427.941,26560.707
1080,97.96,501.47003,49.38,693.28,1225.7355,500.46997,16027.67,16150.699,2023-04-02 12:57:00,101.46,955.89996,51.489998,1007.7,1702.8092,10486.51,10507.622,26514.18,26658.32
1081,97.92999,501.47003,50.100002,693.56,1225.7355,500.46997,16020.79,16090.833,2023-04-02 13:07:00,101.5,955.89996,52.420002,1007.81,1702.8092,10430.65,10502.207,26451.441,26593.04
1082,97.92999,500.91003,50.89,690.47003,1225.7355,499.90997,16109.97,16133.642,2023-04-02 13:17:00,101.61,955.89996,51.58,1007.81,1702.8092,10474.96,10530.629,26584.93,26664.27
1083,97.92999,500.63,51.190002,691.59,1225.7355,499.62997,16145.47,16128.531,2023-04-02 13:27:00,101.6,955.89996,52.059998,1008.16,1702.8092,10485.53,10510.634,26631.0,26639.164
1084,97.920006,499.5,51.01,696.38,1225.7355,498.5,16153.68,16194.161,2023-04-02 13:37:00,101.5,956.02,51.980003,1008.39996,1702.8092,10452.86,10522.371,26606.54,26716.531
1085,97.950005,500.91003,50.33,694.97003,1225.7355,499.90997,16157.08,16215.67,2023-04-02 13:47:00,101.59,956.25,52.05,1008.51996,1702.8092,10459.76,10526.696,26616.84,26742.367
1086,97.92999,500.63,50.66,692.72003,1225.7355,499.62997,16095.721,16236.495,2023-04-02 13:57:00,101.61,956.48004,51.89,1008.98,1702.8092,10544.9,10513.02,26640.621,26749.516
1087,97.920006,500.91003,51.01,695.25,1225.7355,499.90997,16037.44,16232.435,2023-04-02 14:07:00,101.56,956.48004,52.379997,1009.22,1702.8092,10575.131,10512.578,26612.57,26745.012
1088,97.9,502.03003,51.17,694.69,1225.7355,501.02997,16140.28,16174.555,2023-04-02 14:17:00,101.55,956.6,51.57,1009.45,1702.8092,10642.21,10534.485,26782.49,26709.04
1089,97.9,500.34,49.96,693.0,1225.7355,499.34,16120.51,16124.951,2023-04-02 14:27:00,101.56,956.83997,51.84,1009.92,1702.8092,10671.92,10549.985,26792.43,26674.938
1090,97.909996,501.47003,49.399998,694.69,1225.7355,500.46997,16079.34,16197.053,2023-04-02 14:37:00,101.55,957.06995,52.16,1010.51,1702.8092,10719.57,10568.545,26798.91,26765.598
1091,97.9,502.59003,50.64,692.72003,1225.7355,501.58997,16146.48,16194.559,2023-04-02 14:47:00,101.619995,957.54004,52.280003,1011.45,1702.8092,10697.66,10574.977,26844.14,26769.535
1092,97.86,500.91003,50.309998,696.09,1225.7355,499.90997,16155.249,16150.551,2023-04-02 14:57:00,101.58,957.54004,52.02,1011.80005,1702.8092,10735.461,10592.377,26890.71,26742.928
1093,97.81,498.94,50.0,695.25,1225.7355,497.94,16064.791,16220.227,2023-04-02 15:07:00,101.64,958.01,51.5,1012.27,1702.8092,10777.4795,10588.256,26842.27,26808.482
1094,97.92999,501.75,49.51,692.44,1225.7355,500.74997,16260.82,16218.911,2023-04-02 15:17:00,101.63,958.13,51.64,1012.73,1702.8092,10741.0,10590.688,27001.82,26809.6
1095,97.94,500.63,50.78,693.84,1225.7355,499.62997,16168.529,16154.576,2023-04-02 15:27:00,101.700005,958.24005,51.99,1013.32,1702.8092,10907.66,10612.671,27076.19,26767.246
1096,97.89,501.47003,50.82,692.44,1225.7355,500.46997,16154.38,16331.259,2023-04-02 15:37:00,101.619995,958.48004,51.77,1013.67,1702.8092,10862.61,10587.765,27016.99,26919.023
1097,97.99,501.75,49.79,693.84,1225.7355,500.74997,16187.851,16230.203,2023-04-02 15:47:00,101.74,958.71,51.88,1014.49,1702.8092,10870.43,10652.607,27058.281,26882.81
1098,97.950005,501.47003,49.43,696.09,1225.7355,500.46997,16229.789,16205.667,2023-04-02 15:57:00,101.61,958.83,51.710003,1014.73,1702.8092,10881.4,10625.821,27111.19,26831.488
1099,97.909996,502.31,50.98,693.0,1225.7355,501.30997,16061.92,16259.935,2023-04-02 16:07:00,101.689995,958.95,52.35,1014.96,1702.8092,10429.55,10632.81,26491.469,26892.744
1100,97.92999,500.34,49.14,693.0,1225.7355,499.34,16135.969,16288.026,2023-04-02 16:17:00,101.64,959.06,52.29,1015.08,1702.8092,9557.52,10638.812,25693.488,26926.838
1101,97.920006,502.31,49.77,690.75,1225.7355,501.30997,16044.569,16141.683,2023-04-02 16:27:00,101.82,969.26,52.32,1020.47,1702.8092,9471.17,10425.868,25515.738,26567.55
1102,97.920006,501.75,50.050003,696.09,1225.7355,500.74997,16125.74,16194.24,2023-04-02 16:37:00,102.02,992.23,52.260002,1034.3,1702.8092,9448.7,10021.51,25574.441,26215.75
1103,97.909996,500.63,50.03,688.78,1225.7355,499.62997,16090.869,16146.004,2023-04-02 16:47:00,102.11,995.74,52.27,1037.11,1702.8092,10481.47,9986.712,26572.34,26132.715
1104,97.94,500.91003,50.82,697.78,1225.7355,499.90997,16169.871,16193.095,2023-04-02 16:57:00,102.05,995.63,52.35,1037.34,1702.8092,10703.399,9977.907,26873.27,26171.002
1105,97.94,500.06,50.77,693.56,1225.7355,499.06,16099.829,16181.916,2023-04-02 17:07:00,101.83,971.72003,51.5,1023.62994,1702.8092,10777.851,10426.619,26877.68,26608.535
1106,97.950005,500.91003,50.66,693.0,1225.7355,499.90997,16076.3,16248.852,2023-04-02 17:17:00,101.689995,966.91003,52.18,1020.82,1702.8092,10808.68,10525.645,26884.98,26774.496
1107,97.87,493.88,50.850002,689.91003,1225.7355,492.87997,16014.39,16238.572,2023-04-02 17:27:00,101.82,965.16,52.19,1020.11993,1702.8092,10743.89,10591.606,26758.28,26830.18
1108,98.01,500.34,49.77,691.03,1225.7355,499.34,16154.1,16166.418,2023-04-02 17:37:00,101.86,965.86,52.41,1020.59,1702.8092,10701.25,10582.126,26855.35,26748.543
1109,98.06,500.91003,50.2,691.59,1225.7355,499.90997,16152.789,16112.414,2023-04-02 17:47:00,101.89,966.91003,52.4,1021.52,1702.8092,10697.54,10550.704,26850.328,26663.117
1110,98.13,502.03003,49.72,695.53,1225.7355,501.02997,16108.509,16211.318,2023-04-02 17:57:00,101.93,968.44006,51.51,1022.46,1702.8092,10684.471,10521.142,26792.98,26732.46
1111,98.15,502.88,51.16,692.72003,1225.7355,501.88,16195.75,16232.799,2023-04-02 18:07:00,101.89,970.08,52.089996,1023.4,1702.8092,10525.26,10508.8,26721.01,26741.598
1112,98.17,502.88,50.45,692.44,1225.7355,501.88,16110.45,16186.222,2023-04-02 18:17:00,101.96999,971.48004,52.379997,1024.57,1702.8092,10584.45,10501.155,26694.9,26687.377
1113,98.21999,500.91003,49.25,696.66003,1225.7355,499.90997,16118.5,16247.551,2023-04-02 18:27:00,101.96999,972.66,51.8,1025.27,1702.8092,10579.9,10439.402,26698.4,26686.953
1114,98.25,501.19,50.86,689.91003,1225.7355,500.18997,16095.03,16213.337,2023-04-02 18:37:00,102.0,973.48004,52.41,1025.74,1702.8092,10612.189,10461.038,26707.219,26674.375
1115,98.26,502.03003,50.210003,695.81,1225.7355,501.02997,16151.439,16186.565,2023-04-02 18:47:00,102.17,973.95,51.7,1025.98,1702.8092,10563.26,10461.68,26714.7,26648.246
1116,98.32,500.34,49.85,692.72003,1225.7355,499.34,16071.62,16183.766,2023-04-02 18:57:00,102.07,974.18,51.5,1026.3301,1702.8092,10647.89,10469.401,26719.51,26653.168
1117,98.37,501.47003,51.2,693.0,1225.7355,500.46997,16141.02,16243.399,2023-04-02 19:07:00,102.149994,973.71,52.35,1026.09,1702.8092,10678.29,10459.108,26819.309,26702.508
1118,98.4,500.63,50.34,691.03,1225.7355,499.62997,16133.239,16174.497,2023-04-02 19:17:00,102.22,973.95,52.280003,1026.21,1702.8092,10617.33,10496.197,26750.57,26670.695
1119,98.450005,501.47003,49.14,692.44,1225.7355,500.46997,15995.4,16213.733,2023-04-02 19:27:00,102.25,973.71,52.420002,1026.21,1702.8092,10581.22,10507.872,26576.621,26721.605
1120,98.28,496.69,51.15,690.47003,1225.7355,495.69,16203.8,16261.856,2023-04-02 19:37:00,102.18,974.06,52.089996,1026.4501,1702.8092,10543.931,10492.548,26747.73,26754.404
1121,98.509995,502.31,51.21,694.69,1225.7355,501.30997,16092.91,16095.61,2023-04-02 19:48:00,102.33,974.41003,52.04,1026.4501,1702.8092,10563.78,10469.555,26656.691,26565.164
1122,98.59999,502.03003,49.37,692.72003,1225.7355,501.02997,16050.739,16271.923,2023-04-02 19:57:00,102.380005,974.65,51.5,1026.6799,1702.8092,10533.58,10455.405,26584.32,26727.328
1123,98.57,501.19,49.23,692.72003,1225.7355,500.18997,15985.839,16174.423,2023-04-02 20:07:00,102.31,975.47,52.420002,1027.5,1702.8092,10515.91,10459.363,26501.75,26633.785
1124,98.35999,501.75,51.15,688.5,1225.7355,500.74997,16160.4795,16167.196,2023-04-02 20:17:00,102.19,976.29,52.19,1027.85,1702.8092,10563.5205,10434.054,26724.0,26601.25
1125,98.35,500.34,49.43,690.47003,1225.7355,499.34,16159.359,16091.217,2023-04-02 20:27:00,102.29,977.11005,52.379997,1028.44,1702.8092,10583.4795,10434.444,26742.84,26525.66
1126,98.4,500.63,49.329998,692.16003,1225.7355,499.62997,16069.59,16238.49,2023-04-02 20:37:00,102.22,977.81,52.3,1029.0199,1702.8092,10584.439,10441.681,26654.03,26680.172
1127,98.33,500.34,49.51,689.91003,1225.7355,499.34,16108.9795,16248.234,2023-04-02 20:47:00,102.27,977.58,51.789997,1029.26,1702.8092,10547.181,10449.847,26656.16,26698.082
1128,98.509995,500.34,50.7,690.47003,1225.7355,499.34,16166.71,16182.473,2023-04-02 20:57:00,102.32,976.99,52.379997,1028.32,1702.8092,10563.92,10462.625,26730.629,26645.098
1129,98.62,500.63,51.04,692.16003,1225.7355,499.62997,16010.439,16215.718,2023-04-02 21:07:00,102.380005,976.88,51.5,1028.67,1702.8092,10552.83,10445.846,26563.27,26661.562
1130,98.4,500.34,51.09,690.47003,1225.7355,499.34,16103.43,16272.579,2023-04-02 21:17:00,102.28001,976.63995,51.93,1028.44,1702.8092,10605.88,10450.33,26709.309,26722.91
1131,98.57,501.47003,49.79,691.03,1225.7355,500.46997,16087.84,16112.154,2023-04-02 21:27:00,102.29,976.63995,51.7,1028.44,1702.8092,10549.64,10442.102,26637.48,26554.256
1132,98.590004,502.03003,49.25,690.75,1225.7355,501.02997,16110.181,16186.787,2023-04-02 21:37:00,102.42,976.88,51.8,1028.32,1702.8092,10581.11,10468.843,26691.291,26655.629
1133,98.68,502.31,49.24,691.88,1225.7355,501.30997,16095.61,16168.532,2023-04-02 21:47:00,102.39,977.7,52.170002,1029.38,1702.8092,10672.58,10439.455,26768.191,26607.988
1134,98.509995,502.59003,50.09,693.56,1225.7355,501.58997,16033.17,16187.398,2023-04-02 21:57:00,102.45,977.81,51.48,1029.38,1702.8092,10653.931,10450.6875,26687.102,26638.086
1135,98.66,501.47003,51.1,690.75,1225.7355,500.46997,16096.23,16205.32,2023-04-02 22:07:00,102.369995,976.52,51.63,1028.44,1702.8092,10721.561,10491.5205,26817.791,26696.84
1136,98.5,502.03003,49.25,692.16003,1225.7355,501.02997,16068.261,16117.539,2023-04-02 22:17:00,102.299995,975.23,51.690002,1028.2,1702.8092,10859.34,10482.533,26927.602,26600.072
1137,98.670006,502.03003,51.129997,691.31,1225.7355,501.02997,16225.16,16201.045,2023-04-02 22:27:00,102.44,973.59,52.34,1027.03,1702.8092,10938.38,10529.628,27163.54,26730.672
1138,98.7,500.63,51.21,690.47003,1225.7355,499.62997,16123.31,16188.598,2023-04-02 22:37:00,102.39,969.73,52.18,1025.16,1702.8092,10657.08,10599.942,26780.39,26788.54
1139,98.57,502.03003,49.47,695.25,1225.7355,501.02997,16053.751,16282.615,2023-04-02 22:47:00,102.299995,968.44006,51.949997,1023.4,1702.8092,10592.8,10630.676,26646.55,26913.291
1140,98.71,504.0,49.49,690.19,1225.7355,503.0,16114.2705,16200.093,2023-04-02 22:57:00,102.380005,974.88,52.07,1027.73,1702.8092,10627.36,10487.579,26741.63,26687.672
